Column1,Column2,Column3,Column4,Column5,Column6,Column7,,
999999,71,1500.129385,15000,241.6666667,0,20.48333333,,
999999,72,1500.133885,15000,245.8333333,0,20.49166667,,
999999,73,1500.138462,15000,250,0,20.5,,
999999,74,1500.143115,15000,254.1666667,0,20.50833333,,
999999,75,1500.147846,15000,258.3333333,0,20.51666667,,
999999,76,1500.152654,15000,262.5,0,20.525,,
999999,77,1500.157538,15000,266.6666667,0,20.53333333,,
999999,78,1500.1625,15000,270.8333333,0,20.54166667,,
999999,79,1500.167538,15000,275,0,20.55,,
999999,80,1500.172654,15000,279.1666667,0,20.55833333,,
999999,81,1500.177846,15000,283.3333333,0,20.56666667,,
999999,82,1500.183115,15000,287.5,0,20.575,,
999999,83,1500.188462,15000,291.6666667,0,20.58333333,,
999999,84,1500.193885,15000,295.8333333,0,20.59166667,,
999999,85,1500.199385,15000,300,0,20.6,,
999999,86,1500.204962,15000,304.1666667,0,20.60833333,,
999999,87,1500.210615,15000,308.3333333,0,20.61666667,,
999999,88,1500.216346,15000,312.5,0,20.625,,
999999,89,1500.222154,15000,316.6666667,0,20.63333333,,
999999,90,1500.228038,15000,320.8333333,0,20.64166667,,
999999,91,1500.234,15000,325,0,20.65,,
999999,92,1500.240038,15000,329.1666667,0,20.65833333,,
999999,93,1500.246154,15000,333.3333333,0,20.66666667,,
999999,94,1500.252346,15000,337.5,0,20.675,,
999999,95,1500.258615,15000,341.6666667,0,20.68333333,,
999999,96,1500.264962,15000,345.8333333,0,20.69166667,,
999999,97,1500.271385,15000,350,0,20.7,,
999999,98,1500.277885,15000,354.1666667,0,20.70833333,,
999999,99,1500.284462,15000,358.3333333,0,20.71666667,,
999999,100,1500.291115,15000,362.5,0,20.725,,
999999,101,1500.297846,15000,366.6666667,0,20.73333333,,
999999,102,1500.304654,15000,370.8333333,0,20.74166667,,
999999,103,1500.311538,15000,375,0,20.75,,
999999,104,1500.3185,15000,379.1666667,0,20.75833333,,
999999,105,1500.325538,15000,383.3333333,0,20.76666667,,
999999,106,1500.332654,15000,387.5,0,20.775,,
999999,107,1500.339846,15000,391.6666667,0,20.78333333,,
999999,108,1500.347115,15000,395.8333333,0,20.79166667,,
999999,109,1500.354462,15000,400,0,20.8,,
999999,110,1500.361885,15000,404.1666667,0,20.80833333,,
999999,111,1500.369385,15000,408.3333333,0,20.81666667,,
999999,112,1500.376962,15000,412.5,0,20.825,,
999999,113,1500.384615,15000,416.6666667,0,20.83333333,,
999999,114,1500.392346,15000,420.8333333,0,20.84166667,,
999999,115,1500.400154,15000,425,0,20.85,,
999999,116,1500.408038,15000,429.1666667,0,20.85833333,,
999999,117,1500.416,15000,433.3333333,0,20.86666667,,
999999,118,1500.424038,15000,437.5,0,20.875,,
999999,119,1500.432154,15000,441.6666667,0,20.88333333,,
999999,120,1500.440346,15000,445.8333333,0,20.89166667,,
999999,121,1500.448615,15000,450,0,20.9,,
999999,122,1500.456962,15000,454.1666667,0,20.90833333,,
999999,123,1500.465385,15000,458.3333333,0,20.91666667,,
999999,124,1500.473885,15000,462.5,0,20.925,,
999999,125,1500.482462,15000,466.6666667,0,20.93333333,,
999999,126,1500.491115,15000,470.8333333,0,20.94166667,,
999999,127,1500.499846,15000,475,0,20.95,,
999999,128,1500.508654,15000,479.1666667,0,20.95833333,,
999999,129,1500.517538,15000,483.3333333,0,20.96666667,,
999999,130,1500.5265,15000,487.5,0,20.975,,
999999,131,1500.535538,15000,491.6666667,0,20.98333333,,
999999,132,1500.544654,15000,495.8333333,0,20.99166667,,
999999,133,1500.553846,15000,500,0,21,,
999999,134,1500.563115,15000,504.1666667,0,21.00833333,,
999999,135,1500.572462,15000,508.3333333,0,21.01666667,,
999999,136,1500.581885,15000,512.5,0,21.025,,
999999,137,1500.591385,15000,516.6666667,0,21.03333333,,
999999,138,1500.600962,15000,520.8333333,0,21.04166667,,
999999,139,1500.610615,15000,525,0,21.05,,
999999,140,1500.620346,15000,529.1666667,0,21.05833333,,
999999,141,1500.630154,15000,533.3333333,0,21.06666667,,
999999,142,1500.640038,15000,537.5,0,21.075,,
999999,143,1500.65,15000,541.6666667,0,21.08333333,,
999999,144,1500.660038,15000,545.8333333,0,21.09166667,,
999999,145,1500.670154,15000,550,0,21.1,,
999999,146,1500.680346,15000,554.1666667,0,21.10833333,,
999999,147,1500.690615,15000,558.3333333,0,21.11666667,,
999999,148,1500.700962,15000,562.5,0,21.125,,
999999,149,1500.711385,15000,566.6666667,0,21.13333333,,
999999,150,1500.721885,15000,570.8333333,0,21.14166667,,
999999,151,1500.732462,15000,575,0,21.15,,
999999,152,1500.743115,15000,579.1666667,0,21.15833333,,
999999,153,1500.753846,15000,583.3333333,0,21.16666667,,
999999,154,1500.764654,15000,587.5,0,21.175,,
999999,155,1500.775538,15000,591.6666667,0,21.18333333,,
999999,156,1500.7865,15000,595.8333333,0,21.19166667,,
999999,157,1500.797538,15000,600,0,21.2,,
999999,158,1500.808654,15000,604.1666667,0,21.20833333,,
999999,159,1500.819846,15000,608.3333333,0,21.21666667,,
999999,160,1500.831115,15000,612.5,0,21.225,,
999999,161,1500.842462,15000,616.6666667,0,21.23333333,,
999999,162,1500.853885,15000,620.8333333,0,21.24166667,,
999999,163,1500.865385,15000,625,0,21.25,,
999999,164,1500.876962,15000,629.1666667,0,21.25833333,,
999999,165,1500.888615,15000,633.3333333,0,21.26666667,,
999999,166,1500.900346,15000,637.5,0,21.275,,
999999,167,1500.912154,15000,641.6666667,0,21.28333333,,
999999,168,1500.924038,15000,645.8333333,0,21.29166667,,
999999,169,1500.936,15000,650,0,21.3,,
999999,170,1500.948038,15000,654.1666667,0,21.30833333,,
999999,171,1500.960154,15000,658.3333333,0,21.31666667,,
999999,172,1500.972346,15000,662.5,0,21.325,,
999999,173,1500.984615,15000,666.6666667,0,21.33333333,,
999999,174,1500.996962,15000,670.8333333,0,21.34166667,,
999999,175,1501.009385,15000,675,0,21.35,,
999999,176,1501.021885,15000,679.1666667,0,21.35833333,,
999999,177,1501.034462,15000,683.3333333,0,21.36666667,,
999999,178,1501.047115,15000,687.5,0,21.375,,
999999,179,1501.059846,15000,691.6666667,0,21.38333333,,
999999,180,1501.072654,15000,695.8333333,0,21.39166667,,
999999,181,1501.085538,15000,700,0,21.4,,
999999,182,1501.0985,15000,704.1666667,0,21.40833333,,
999999,183,1501.111538,15000,708.3333333,0,21.41666667,,
999999,184,1501.124654,15000,712.5,0,21.425,,
999999,185,1501.137846,15000,716.6666667,0,21.43333333,,
999999,186,1501.151115,15000,720.8333333,0,21.44166667,,
999999,187,1501.164462,15000,725,0,21.45,,
999999,188,1501.177885,15000,729.1666667,0,21.45833333,,
999999,189,1501.191385,15000,733.3333333,0,21.46666667,,
999999,190,1501.204962,15000,737.5,0,21.475,,
999999,191,1501.218615,15000,741.6666667,0,21.48333333,,
999999,192,1501.232346,15000,745.8333333,0,21.49166667,,
999999,193,1501.246154,15000,750,0,21.5,,
999999,194,1501.260038,15000,754.1666667,0,21.50833333,,
999999,195,1501.274,15000,758.3333333,0,21.51666667,,
999999,196,1501.288038,15000,762.5,0,21.525,,
999999,197,1501.302154,15000,766.6666667,0,21.53333333,,
999999,198,1501.316346,15000,770.8333333,0,21.54166667,,
999999,199,1501.330615,15000,775,0,21.55,,
999999,200,1501.344962,15000,779.1666667,0,21.55833333,,
999999,201,1501.359385,15000,783.3333333,0,21.56666667,,
999999,202,1501.373885,15000,787.5,0,21.575,,
999999,203,1501.388462,15000,791.6666667,0,21.58333333,,
999999,204,1501.403115,15000,795.8333333,0,21.59166667,,
999999,205,1501.417846,15000,800,0,21.6,,
999999,206,1501.432654,15000,804.1666667,0,21.60833333,,
999999,207,1501.447538,15000,808.3333333,0,21.61666667,,
999999,208,1501.4625,15000,812.5,0,21.625,,
999999,209,1501.477538,15000,816.6666667,0,21.63333333,,
999999,210,1501.492654,15000,820.8333333,0,21.64166667,,
999999,211,1501.507846,15000,825,0,21.65,,
999999,212,1501.523115,15000,829.1666667,0,21.65833333,,
999999,213,1501.538462,15000,833.3333333,0,21.66666667,,
999999,214,1501.553885,15000,837.5,0,21.675,,
999999,215,1501.569385,15000,841.6666667,0,21.68333333,,
999999,216,1501.584962,15000,845.8333333,0,21.69166667,,
999999,217,1501.600615,15000,850,0,21.7,,
999999,218,1501.616346,15000,854.1666667,0,21.70833333,,
999999,219,1501.632154,15000,858.3333333,0,21.71666667,,
999999,220,1501.648038,15000,862.5,0,21.725,,
999999,221,1501.664,15000,866.6666667,0,21.73333333,,
999999,222,1501.680038,15000,870.8333333,0,21.74166667,,
999999,223,1501.696154,15000,875,0,21.75,,
999999,224,1501.712346,15000,879.1666667,0,21.75833333,,
999999,225,1501.728615,15000,883.3333333,0,21.76666667,,
999999,226,1501.744962,15000,887.5,0,21.775,,
999999,227,1501.761385,15000,891.6666667,0,21.78333333,,
999999,228,1501.777885,15000,895.8333333,0,21.79166667,,
999999,229,1501.794462,15000,900,0,21.8,,
999999,230,1501.811115,15000,904.1666667,0,21.80833333,,
999999,231,1501.827846,15000,908.3333333,0,21.81666667,,
999999,232,1501.844654,15000,912.5,0,21.825,,
999999,233,1501.861538,15000,916.6666667,0,21.83333333,,
999999,234,1501.8785,15000,920.8333333,0,21.84166667,,
999999,235,1501.895538,15000,925,0,21.85,,
999999,236,1501.912654,15000,929.1666667,0,21.85833333,,
999999,237,1501.929846,15000,933.3333333,0,21.86666667,,
999999,238,1501.947115,15000,937.5,0,21.875,,
999999,239,1501.964462,15000,941.6666667,0,21.88333333,,
999999,240,1501.981885,15000,945.8333333,0,21.89166667,,
999999,241,1501.999385,15000,950,0,21.9,,
999999,242,1502.016962,15000,954.1666667,0,21.90833333,,
999999,243,1502.034615,15000,958.3333333,0,21.91666667,,
999999,244,1502.052346,15000,962.5,0,21.925,,
999999,245,1502.070154,15000,966.6666667,0,21.93333333,,
999999,246,1502.088038,15000,970.8333333,0,21.94166667,,
999999,247,1502.106,15000,975,0,21.95,,
999999,248,1502.124038,15000,979.1666667,0,21.95833333,,
999999,249,1502.142154,15000,983.3333333,0,21.96666667,,
999999,250,1502.160346,15000,987.5,0,21.975,,
999999,251,1502.178615,15000,991.6666667,0,21.98333333,,
999999,252,1502.196962,15000,995.8333333,0,21.99166667,,
999999,253,1502.215385,15000,1000,0,22,,
999999,254,1502.233885,15000,1004.166667,0,22.00833333,,
999999,255,1502.252462,15000,1008.333333,0,22.01666667,,
999999,256,1502.271115,15000,1012.5,0,22.025,,
999999,257,1502.289846,15000,1016.666667,0,22.03333333,,
999999,258,1502.308654,15000,1020.833333,0,22.04166667,,
999999,259,1502.327538,15000,1025,0,22.05,,
999999,260,1502.3465,15000,1029.166667,0,22.05833333,,
999999,261,1502.365538,15000,1033.333333,0,22.06666667,,
999999,262,1502.384654,15000,1037.5,0,22.075,,
999999,263,1502.403846,15000,1041.666667,0,22.08333333,,
999999,264,1502.423115,15000,1045.833333,0,22.09166667,,
999999,265,1502.442462,15000,1050,0,22.1,,
999999,266,1502.461885,15000,1054.166667,0,22.10833333,,
999999,267,1502.481385,15000,1058.333333,0,22.11666667,,
999999,268,1502.500962,15000,1062.5,0,22.125,,
999999,269,1502.520615,15000,1066.666667,0,22.13333333,,
999999,270,1502.540346,15000,1070.833333,0,22.14166667,,
999999,271,1502.560154,15000,1075,0,22.15,,
999999,272,1502.580038,15000,1079.166667,0,22.15833333,,
999999,273,1502.6,15000,1083.333333,0,22.16666667,,
999999,274,1502.620038,15000,1087.5,0,22.175,,
999999,275,1502.640154,15000,1091.666667,0,22.18333333,,
999999,276,1502.660346,15000,1095.833333,0,22.19166667,,
999999,277,1502.680615,15000,1100,0,22.2,,
999999,278,1502.700962,15000,1104.166667,0,22.20833333,,
999999,279,1502.721385,15000,1108.333333,0,22.21666667,,
999999,280,1502.741885,15000,1112.5,0,22.225,,
999999,281,1502.762462,15000,1116.666667,0,22.23333333,,
999999,282,1502.783115,15000,1120.833333,0,22.24166667,,
999999,283,1502.803846,15000,1125,0,22.25,,
999999,284,1502.824654,15000,1129.166667,0,22.25833333,,
999999,285,1502.845538,15000,1133.333333,0,22.26666667,,
999999,286,1502.8665,15000,1137.5,0,22.275,,
999999,287,1502.887538,15000,1141.666667,0,22.28333333,,
999999,288,1502.908654,15000,1145.833333,0,22.29166667,,
999999,289,1502.929846,15000,1150,0,22.3,,
999999,290,1502.951115,15000,1154.166667,0,22.30833333,,
999999,291,1502.972462,15000,1158.333333,0,22.31666667,,
999999,292,1502.993885,15000,1162.5,0,22.325,,
999999,293,1503.015385,15000,1166.666667,0,22.33333333,,
999999,294,1503.036962,15000,1170.833333,0,22.34166667,,
999999,295,1503.058615,15000,1175,0,22.35,,
999999,296,1503.080346,15000,1179.166667,0,22.35833333,,
999999,297,1503.102154,15000,1183.333333,0,22.36666667,,
999999,298,1503.124038,15000,1187.5,0,22.375,,
999999,299,1503.146,15000,1191.666667,0,22.38333333,,
999999,300,1503.168038,15000,1195.833333,0,22.39166667,,
999999,301,1503.190154,15000,1200,0,22.4,,
999999,302,1503.212346,15000,1204.166667,0,22.40833333,,
999999,303,1503.234615,15000,1208.333333,0,22.41666667,,
999999,304,1503.256962,15000,1212.5,0,22.425,,
999999,305,1503.279385,15000,1216.666667,0,22.43333333,,
999999,306,1503.301885,15000,1220.833333,0,22.44166667,,
999999,307,1503.324462,15000,1225,0,22.45,,
999999,308,1503.347115,15000,1229.166667,0,22.45833333,,
999999,309,1503.369846,15000,1233.333333,0,22.46666667,,
999999,310,1503.392654,15000,1237.5,0,22.475,,
999999,311,1503.415538,15000,1241.666667,0,22.48333333,,
999999,312,1503.4385,15000,1245.833333,0,22.49166667,,
999999,313,1503.461538,15000,1250,0,22.5,,
999999,314,1503.484654,15000,1254.166667,0,22.50833333,,
999999,315,1503.507846,15000,1258.333333,0,22.51666667,,
999999,316,1503.531115,15000,1262.5,0,22.525,,
999999,317,1503.554462,15000,1266.666667,0,22.53333333,,
999999,318,1503.577885,15000,1270.833333,0,22.54166667,,
999999,319,1503.601385,15000,1275,0,22.55,,
999999,320,1503.624962,15000,1279.166667,0,22.55833333,,
999999,321,1503.648615,15000,1283.333333,0,22.56666667,,
999999,322,1503.672346,15000,1287.5,0,22.575,,
999999,323,1503.696154,15000,1291.666667,0,22.58333333,,
999999,324,1503.720038,15000,1295.833333,0,22.59166667,,
999999,325,1503.744,15000,1300,0,22.6,,
999999,326,1503.768038,15000,1304.166667,0,22.60833333,,
999999,327,1503.792154,15000,1308.333333,0,22.61666667,,
999999,328,1503.816346,15000,1312.5,0,22.625,,
999999,329,1503.840615,15000,1316.666667,0,22.63333333,,
999999,330,1503.864962,15000,1320.833333,0,22.64166667,,
999999,331,1503.889385,15000,1325,0,22.65,,
999999,332,1503.913885,15000,1329.166667,0,22.65833333,,
999999,333,1503.938462,15000,1333.333333,0,22.66666667,,
999999,334,1503.963115,15000,1337.5,0,22.675,,
999999,335,1503.987846,15000,1341.666667,0,22.68333333,,
999999,336,1504.012654,15000,1345.833333,0,22.69166667,,
999999,337,1504.037538,15000,1350,0,22.7,,
999999,338,1504.0625,15000,1354.166667,0,22.70833333,,
999999,339,1504.087538,15000,1358.333333,0,22.71666667,,
999999,340,1504.112654,15000,1362.5,0,22.725,,
999999,341,1504.137846,15000,1366.666667,0,22.73333333,,
999999,342,1504.163115,15000,1370.833333,0,22.74166667,,
999999,343,1504.188462,15000,1375,0,22.75,,
999999,344,1504.213885,15000,1379.166667,0,22.75833333,,
999999,345,1504.239385,15000,1383.333333,0,22.76666667,,
999999,346,1504.264962,15000,1387.5,0,22.775,,
999999,347,1504.290615,15000,1391.666667,0,22.78333333,,
999999,348,1504.316346,15000,1395.833333,0,22.79166667,,
999999,349,1504.342154,15000,1400,0,22.8,,
999999,350,1504.368038,15000,1404.166667,0,22.80833333,,
999999,351,1504.394,15000,1408.333333,0,22.81666667,,
999999,352,1504.420038,15000,1412.5,0,22.825,,
999999,353,1504.446154,15000,1416.666667,0,22.83333333,,
999999,354,1504.472346,15000,1420.833333,0,22.84166667,,
999999,355,1504.498615,15000,1425,0,22.85,,
999999,356,1504.524962,15000,1429.166667,0,22.85833333,,
999999,357,1504.551385,15000,1433.333333,0,22.86666667,,
999999,358,1504.577885,15000,1437.5,0,22.875,,
999999,359,1504.604462,15000,1441.666667,0,22.88333333,,
999999,360,1504.631115,15000,1445.833333,0,22.89166667,,
999999,361,1504.657846,15000,1450,0,22.9,,
999999,362,1504.684654,15000,1454.166667,0,22.90833333,,
999999,363,1504.711538,15000,1458.333333,0,22.91666667,,
999999,364,1504.7385,15000,1462.5,0,22.925,,
999999,365,1504.765538,15000,1466.666667,0,22.93333333,,
999999,366,1504.792654,15000,1470.833333,0,22.94166667,,
999999,367,1504.819846,15000,1475,0,22.95,,
999999,368,1504.847115,15000,1479.166667,0,22.95833333,,
999999,369,1504.874462,15000,1483.333333,0,22.96666667,,
999999,370,1504.901885,15000,1487.5,0,22.975,,
999999,371,1504.929385,15000,1491.666667,0,22.98333333,,
999999,372,1504.956962,15000,1495.833333,0,22.99166667,,
999999,373,1504.984615,15000,1500,0,23,,
999999,374,1505.012346,15000,1504.166667,0,23.00833333,,
999999,375,1505.040154,15000,1508.333333,0,23.01666667,,
999999,376,1505.068038,15000,1512.5,0,23.025,,
999999,377,1505.096,15000,1516.666667,0,23.03333333,,
999999,378,1505.124038,15000,1520.833333,0,23.04166667,,
999999,379,1505.152154,15000,1525,0,23.05,,
999999,380,1505.180346,15000,1529.166667,0,23.05833333,,
999999,381,1505.208615,15000,1533.333333,0,23.06666667,,
999999,382,1505.236962,15000,1537.5,0,23.075,,
999999,383,1505.265385,15000,1541.666667,0,23.08333333,,
999999,384,1505.293885,15000,1545.833333,0,23.09166667,,
999999,385,1505.322462,15000,1550,0,23.1,,
999999,386,1505.351115,15000,1554.166667,0,23.10833333,,
999999,387,1505.379846,15000,1558.333333,0,23.11666667,,
999999,388,1505.408654,15000,1562.5,0,23.125,,
999999,389,1505.437538,15000,1566.666667,0,23.13333333,,
999999,390,1505.4665,15000,1570.833333,0,23.14166667,,
999999,391,1505.495538,15000,1575,0,23.15,,
999999,392,1505.524654,15000,1579.166667,0,23.15833333,,
999999,393,1505.553846,15000,1583.333333,0,23.16666667,,
999999,394,1505.583115,15000,1587.5,0,23.175,,
999999,395,1505.612462,15000,1591.666667,0,23.18333333,,
999999,396,1505.641885,15000,1595.833333,0,23.19166667,,
999999,397,1505.671385,15000,1600,0,23.2,,
999999,398,1505.700962,15000,1604.166667,0,23.20833333,,
999999,399,1505.730615,15000,1608.333333,0,23.21666667,,
999999,400,1505.760346,15000,1612.5,0,23.225,,
999999,401,1505.790154,15000,1616.666667,0,23.23333333,,
999999,402,1505.820038,15000,1620.833333,0,23.24166667,,
999999,403,1505.85,15000,1625,0,23.25,,
999999,404,1505.880038,15000,1629.166667,0,23.25833333,,
999999,405,1505.910154,15000,1633.333333,0,23.26666667,,
999999,406,1505.940346,15000,1637.5,0,23.275,,
999999,407,1505.970615,15000,1641.666667,0,23.28333333,,
999999,408,1506.000962,15000,1645.833333,0,23.29166667,,
999999,409,1506.031385,15000,1650,0,23.3,,
999999,410,1506.061885,15000,1654.166667,0,23.30833333,,
999999,411,1506.092462,15000,1658.333333,0,23.31666667,,
999999,412,1506.123115,15000,1662.5,0,23.325,,
999999,413,1506.153846,15000,1666.666667,0,23.33333333,,
999999,414,1506.184654,15000,1670.833333,0,23.34166667,,
999999,415,1506.215538,15000,1675,0,23.35,,
999999,416,1506.2465,15000,1679.166667,0,23.35833333,,
999999,417,1506.277538,15000,1683.333333,0,23.36666667,,
999999,418,1506.308654,15000,1687.5,0,23.375,,
999999,419,1506.339846,15000,1691.666667,0,23.38333333,,
999999,420,1506.371115,15000,1695.833333,0,23.39166667,,
999999,421,1506.402462,15000,1700,0,23.4,,
999999,422,1506.433885,15000,1704.166667,0,23.40833333,,
999999,423,1506.465385,15000,1708.333333,0,23.41666667,,
999999,424,1506.496962,15000,1712.5,0,23.425,,
999999,425,1506.528615,15000,1716.666667,0,23.43333333,,
999999,426,1506.560346,15000,1720.833333,0,23.44166667,,
999999,427,1506.592154,15000,1725,0,23.45,,
999999,428,1506.624038,15000,1729.166667,0,23.45833333,,
999999,429,1506.656,15000,1733.333333,0,23.46666667,,
999999,430,1506.688038,15000,1737.5,0,23.475,,
999999,431,1506.720154,15000,1741.666667,0,23.48333333,,
999999,432,1506.752346,15000,1745.833333,0,23.49166667,,
999999,433,1506.784615,15000,1750,0,23.5,,
999999,434,1506.816962,15000,1754.166667,0,23.50833333,,
999999,435,1506.849385,15000,1758.333333,0,23.51666667,,
999999,436,1506.881885,15000,1762.5,0,23.525,,
999999,437,1506.914462,15000,1766.666667,0,23.53333333,,
999999,438,1506.947115,15000,1770.833333,0,23.54166667,,
999999,439,1506.979846,15000,1775,0,23.55,,
999999,440,1507.012654,15000,1779.166667,0,23.55833333,,
999999,441,1507.045538,15000,1783.333333,0,23.56666667,,
999999,442,1507.0785,15000,1787.5,0,23.575,,
999999,443,1507.111538,15000,1791.666667,0,23.58333333,,
999999,444,1507.144654,15000,1795.833333,0,23.59166667,,
999999,445,1507.177846,15000,1800,0,23.6,,
999999,446,1507.211115,15000,1804.166667,0,23.60833333,,
999999,447,1507.244462,15000,1808.333333,0,23.61666667,,
999999,448,1507.277885,15000,1812.5,0,23.625,,
999999,449,1507.311385,15000,1816.666667,0,23.63333333,,
999999,450,1507.344962,15000,1820.833333,0,23.64166667,,
999999,451,1507.378615,15000,1825,0,23.65,,
999999,452,1507.412346,15000,1829.166667,0,23.65833333,,
999999,453,1507.446154,15000,1833.333333,0,23.66666667,,
999999,454,1507.480038,15000,1837.5,0,23.675,,
999999,455,1507.514,15000,1841.666667,0,23.68333333,,
999999,456,1507.548038,15000,1845.833333,0,23.69166667,,
999999,457,1507.582154,15000,1850,0,23.7,,
999999,458,1507.616346,15000,1854.166667,0,23.70833333,,
999999,459,1507.650615,15000,1858.333333,0,23.71666667,,
999999,460,1507.684962,15000,1862.5,0,23.725,,
999999,461,1507.719385,15000,1866.666667,0,23.73333333,,
999999,462,1507.753885,15000,1870.833333,0,23.74166667,,
999999,463,1507.788462,15000,1875,0,23.75,,
999999,464,1507.823115,15000,1879.166667,0,23.75833333,,
999999,465,1507.857846,15000,1883.333333,0,23.76666667,,
999999,466,1507.892654,15000,1887.5,0,23.775,,
999999,467,1507.927538,15000,1891.666667,0,23.78333333,,
999999,468,1507.9625,15000,1895.833333,0,23.79166667,,
999999,469,1507.997538,15000,1900,0,23.8,,
999999,470,1508.032654,15000,1904.166667,0,23.80833333,,
999999,471,1508.067846,15000,1908.333333,0,23.81666667,,
999999,472,1508.103115,15000,1912.5,0,23.825,,
999999,473,1508.138462,15000,1916.666667,0,23.83333333,,
999999,474,1508.173885,15000,1920.833333,0,23.84166667,,
999999,475,1508.209385,15000,1925,0,23.85,,
999999,476,1508.244962,15000,1929.166667,0,23.85833333,,
999999,477,1508.280615,15000,1933.333333,0,23.86666667,,
999999,478,1508.316346,15000,1937.5,0,23.875,,
999999,479,1508.352154,15000,1941.666667,0,23.88333333,,
999999,480,1508.388038,15000,1945.833333,0,23.89166667,,
999999,481,1508.424,15000,1950,0,23.9,,
999999,482,1508.460038,15000,1954.166667,0,23.90833333,,
999999,483,1508.496154,15000,1958.333333,0,23.91666667,,
999999,484,1508.532346,15000,1962.5,0,23.925,,
999999,485,1508.568615,15000,1966.666667,0,23.93333333,,
999999,486,1508.604962,15000,1970.833333,0,23.94166667,,
999999,487,1508.641385,15000,1975,0,23.95,,
